                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6834,                0.13333,                      1,                 1.6115,              2.142e-05,              2.142e-05,              2.142e-05
                      2,                 1.6485,                0.13333,                      1,                 1.6098,             4.7506e-05,             4.7506e-05,             4.7506e-05
                      3,                 1.6222,                0.13333,                      1,                 1.6064,             7.0765e-05,             7.0765e-05,             7.0765e-05
                      4,                 1.5662,                0.26667,                      1,                 1.6006,             9.1196e-05,             9.1196e-05,             9.1196e-05
                      5,                 1.5195,                0.26667,                      1,                 1.5971,              0.0001088,              0.0001088,              0.0001088
                      6,                 1.5414,                0.26667,                      1,                 1.5935,             0.00012358,             0.00012358,             0.00012358
                      7,                 1.4732,                0.46667,                      1,                 1.5887,             0.00013552,             0.00013552,             0.00013552
                      8,                 1.4203,                0.46667,                      1,                  1.585,             0.00014465,             0.00014465,             0.00014465
                      9,                 1.4672,                0.46667,                      1,                 1.5793,             0.00015094,             0.00015094,             0.00015094
                     10,                 1.4849,                0.46667,                      1,                 1.5741,             0.00015441,             0.00015441,             0.00015441
                     11,                 1.3987,                0.46667,                      1,                 1.5679,             0.00015505,             0.00015505,             0.00015505
                     12,                 1.2913,                0.46667,                      1,                   1.56,             0.00015286,             0.00015286,             0.00015286
                     13,                 1.3471,                0.46667,                      1,                 1.5526,             0.00014784,             0.00014784,             0.00014784
                     14,                 1.3864,                    0.4,                      1,                   1.55,                0.00014,                0.00014,                0.00014
                     15,                 1.2383,                    0.4,                      1,                 1.5428,             0.00012933,             0.00012933,             0.00012933
                     16,                 1.2554,                    0.4,                      1,                 1.5408,             0.00011583,             0.00011583,             0.00011583
                     17,                 1.2497,                    0.4,                      1,                  1.539,             9.9503e-05,             9.9503e-05,             9.9503e-05
                     18,                 1.2539,                    0.4,                      1,                 1.5342,              8.035e-05,              8.035e-05,              8.035e-05
                     19,                 1.2625,                    0.4,                      1,                 1.5344,             5.8369e-05,             5.8369e-05,             5.8369e-05
                     20,                 1.2072,                    0.4,                      1,                 1.5314,             3.3562e-05,             3.3562e-05,             3.3562e-05
